analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,primeira-dama,0.5536200404167175,0.44637995958328247
mulher -> homem,presidente,subversivo,0.2240249067544937,0.7759750932455063
homem -> mulher,senadora,senadora,1.0,0.0
mulher -> homem,senador,jader,0.7511264681816101,0.2488735318183899
homem -> mulher,juíza,juíza,0.9999999403953552,5.960464477539063e-08
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,frateschi,0.4238699674606323,0.5761300325393677
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,educador,0.6136641502380371,0.3863358497619629
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,ludmilla,0.6218367218971252,0.37816327810287476
homem -> mulher,musicista,pianista,0.7426987290382385,0.2573012709617615
mulher -> homem,músico,tocador,0.6071392297744751,0.3928607702255249
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,perfeccionista,0.5330550670623779,0.46694493293762207
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,bruni,0.4060339033603668,0.5939660966396332
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,meio-irmão,0.5105154514312744,0.4894845485687256
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,rapaz,0.5175620317459106,0.48243796825408936
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,empresária,0.6566558480262756,0.34334415197372437
mulher -> homem,casado,filipino,0.2372899055480957,0.7627100944519043
homem -> mulher,programadora,engenheira,0.4178738594055176,0.5821261405944824
mulher -> homem,programador,bruxo,0.510904848575592,0.48909515142440796
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,froebel,0.6067533493041992,0.3932466506958008
homem -> mulher,astrônoma,engenheira,0.6903436183929443,0.30965638160705566
mulher -> homem,astrônomo,antiquado,0.519722044467926,0.480277955532074
homem -> mulher,médica,médica,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,médico,deficiente,0.4221918284893036,0.5778081715106964
homem -> mulher,enfermeira,tania,0.568972110748291,0.431027889251709
mulher -> homem,enfermeiro,cozinheiro,0.5670953989028931,0.43290460109710693
homem -> mulher,filósofa,escritora,0.7721462845802307,0.2278537154197693
mulher -> homem,filósofo,pensador,0.8856799006462097,0.11432009935379028
homem -> mulher,arquiteta,engenheira,0.6763613224029541,0.3236386775970459
mulher -> homem,arquiteto,bruni,0.4736706018447876,0.5263293981552124
homem -> mulher,neurocirurgiã,astrônoma,0.5897714495658875,0.41022855043411255
mulher -> homem,neurocirurgião,caótico,0.5075569748878479,0.4924430251121521
homem -> mulher,divorciada,casado,0.5887324810028076,0.4112675189971924
mulher -> homem,divorciado,robusto,0.41923460364341736,0.5807653963565826
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,rapaz,0.4555199146270752,0.5444800853729248
homem -> mulher,ministra,ministra,0.9999999403953552,5.960464477539063e-08
mulher -> homem,ministro,ministro,0.9999999403953552,5.960464477539063e-08
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,0.9999999403953552,5.960464477539063e-08
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,executiva,0.9999999403953552,5.960464477539063e-08
mulher -> homem,executivo,jurídico,0.5893630385398865,0.4106369614601135
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,weisser,0.5818912386894226,0.4181087613105774
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,holbein,0.65711510181427,0.34288489818573
homem -> mulher,atriz,atriz,0.9999999403953552,5.960464477539063e-08
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,romancista,0.8335383534431458,0.16646164655685425
homem -> mulher,tia,esposa,0.6449022889137268,0.3550977110862732
mulher -> homem,tio,criá-lo,0.6115200519561768,0.38847994804382324
homem -> mulher,irmã,irmã,0.9999999403953552,5.960464477539063e-08
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,nora,0.7853229641914368,0.21467703580856323
mulher -> homem,enteado,caspar,0.7763041257858276,0.22369587421417236
homem -> mulher,dama,cidadã,0.3885457217693329,0.6114542782306671
mulher -> homem,cavalheiro,ó,0.5138999819755554,0.4861000180244446
homem -> mulher,ladra,transexual,0.6442282795906067,0.3557717204093933
mulher -> homem,ladrão,perro,0.5267579555511475,0.47324204444885254
homem -> mulher,blogueira,advogada,0.5400463938713074,0.4599536061286926
mulher -> homem,blogueiro,steinmetz,0.5909894704818726,0.40901052951812744
homem -> mulher,bibliotecária,bioquímica,0.7345954179763794,0.2654045820236206
mulher -> homem,bibliotecário,antiquado,0.40633541345596313,0.5936645865440369
homem -> mulher,bióloga,engenheira,0.7760213017463684,0.2239786982536316
mulher -> homem,biólogo,anguilla,0.48087379336357117,0.5191262066364288
homem -> mulher,geóloga,engenheira,0.7808300256729126,0.2191699743270874
mulher -> homem,geólogo,hafiz,0.6320664882659912,0.3679335117340088
homem -> mulher,cuidadora,saint-jacques,0.6643403172492981,0.3356596827507019
mulher -> homem,cuidador,mulherengo,0.5654497742652893,0.4345502257347107
homem -> mulher,delegada,assessora,0.7550808787345886,0.24491912126541138
mulher -> homem,delegado,iphan,0.34853148460388184,0.6514685153961182
homem -> mulher,cirurgiã,enfermeira,0.6661463975906372,0.3338536024093628
mulher -> homem,cirurgião,antiquado,0.28630685806274414,0.7136931419372559
homem -> mulher,torcedora,dodô,0.4131200611591339,0.5868799388408661
mulher -> homem,torcedor,fanático,0.7938249111175537,0.2061750888824463
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,rene,0.31072357296943665,0.6892764270305634
homem -> mulher,programadora,engenheira,0.4178738594055176,0.5821261405944824
mulher -> homem,programador,bruxo,0.510904848575592,0.48909515142440796
homem -> mulher,garçonete,enfermeira,0.6696802377700806,0.33031976222991943
mulher -> homem,garçom,dublê,0.6069082021713257,0.3930917978286743
homem -> mulher,santa,castellain,0.43849068880081177,0.5615093111991882
mulher -> homem,santo,jesus,0.47435420751571655,0.5256457924842834
