analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,procuradora-geral,0.6973264217376709,0.3026735782623291
mulher -> homem,presidente,caras-pintadas,0.557218074798584,0.442781925201416
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,reeleição,0.6191943883895874,0.3808056116104126
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,réu,0.5673224329948425,0.43267756700515747
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,informático,0.6680189371109009,0.3319810628890991
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,pianista,0.6812230944633484,0.3187769055366516
mulher -> homem,músico,rítmico,0.5916341543197632,0.4083658456802368
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,dançarino,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,0.9999999403953552,5.960464477539063e-08
homem -> mulher,esposa,esposa,0.9999999403953552,5.960464477539063e-08
mulher -> homem,marido,assassinou,0.45146578550338745,0.5485342144966125
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,casado,bonemer,0.5324715971946716,0.46752840280532837
homem -> mulher,programadora,engenheira,0.5695034861564636,0.4304965138435364
mulher -> homem,programador,steinmetz,0.5439415574073792,0.45605844259262085
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,geneticista,0.8002892136573792,0.19971078634262085
mulher -> homem,astrônomo,cosmólogo,0.7593874335289001,0.24061256647109985
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,neuropatologista,0.5755323767662048,0.42446762323379517
homem -> mulher,enfermeira,amargosa,0.4183492362499237,0.5816507637500763
