analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,primeira-dama,0.5828869342803955,0.4171130657196045
mulher -> homem,presidente,contraproducente,0.22196294367313385,0.7780370563268661
homem -> mulher,senadora,senadora,1.0,0.0
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,advogado,meira,0.43754592537879944,0.5624540746212006
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,cientista,0.5470916628837585,0.45290833711624146
homem -> mulher,cantora,cantora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,cantor,elvis,0.5550747513771057,0.4449252486228943
homem -> mulher,musicista,musicista,0.9999999403953552,5.960464477539063e-08
mulher -> homem,músico,virtuoso,0.6264247894287109,0.37357521057128906
homem -> mulher,dançarina,dançarina,0.9999999403953552,5.960464477539063e-08
mulher -> homem,dançarino,dublê,0.6299853324890137,0.37001466751098633
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,zuza,0.19717855751514435,0.8028214424848557
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,profeta,0.20708230137825012,0.7929176986217499
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,rapaz,0.44216400384902954,0.5578359961509705
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,empresária,0.6801373958587646,0.31986260414123535
mulher -> homem,casado,ex-ator,0.32844269275665283,0.6715573072433472
homem -> mulher,programadora,engenheira,0.5201024413108826,0.47989755868911743
mulher -> homem,programador,empirista,0.6034983992576599,0.3965016007423401
