analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,primeira-dama,0.5563187599182129,0.4436812400817871
mulher -> homem,presidente,ex-presidente,0.6996195912361145,0.3003804087638855
homem -> mulher,senadora,governadora,0.8834636211395264,0.11653637886047363
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,meira,0.4034656286239624,0.5965343713760376
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,educador,0.6014570593833923,0.39854294061660767
homem -> mulher,cantora,cantora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,cantor,ludmilla,0.576329231262207,0.42367076873779297
homem -> mulher,musicista,pianista,0.7582827806472778,0.24171721935272217
mulher -> homem,músico,virtuoso,0.5907613635063171,0.40923863649368286
homem -> mulher,dançarina,musicista,0.8024082779884338,0.19759172201156616
mulher -> homem,dançarino,comediante,0.8053467869758606,0.1946532130241394
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,youtuber,0.6187735199928284,0.38122648000717163
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,meio-irmão,0.5001710653305054,0.49982893466949463
homem -> mulher,mãe,mãe,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,pai,rapaz,0.4375166893005371,0.5624833106994629
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,0.9999999403953552,5.960464477539063e-08
homem -> mulher,casada,empresária,0.6508417725563049,0.34915822744369507
mulher -> homem,casado,coreógrafo,0.35277143120765686,0.6472285687923431
homem -> mulher,programadora,geóloga,0.6343790888786316,0.3656209111213684
mulher -> homem,programador,ilusionistas,0.587628185749054,0.41237181425094604
homem -> mulher,pesquisadora,pesquisadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,pesquisador,pesquisador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,astrônoma,engenheira,0.642867922782898,0.35713207721710205
mulher -> homem,astrônomo,serge,0.6754124760627747,0.32458752393722534
homem -> mulher,médica,médica,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,médico,neurológico,0.5111663937568665,0.48883360624313354
homem -> mulher,enfermeira,antipoff,0.5745404362678528,0.4254595637321472
mulher -> homem,enfermeiro,carpinteiro,0.5725989937782288,0.42740100622177124
homem -> mulher,filósofa,escritora,0.8064364790916443,0.1935635209083557
mulher -> homem,filósofo,girard,0.6741119623184204,0.3258880376815796
homem -> mulher,arquiteta,pintora,0.7235476970672607,0.27645230293273926
mulher -> homem,arquiteto,cecílio,0.4270542562007904,0.5729457437992096
homem -> mulher,neurocirurgiã,geóloga,0.6501092910766602,0.34989070892333984
mulher -> homem,neurocirurgião,entendemos,0.6428810358047485,0.35711896419525146
homem -> mulher,divorciada,casado,0.6243894100189209,0.3756105899810791
mulher -> homem,divorciado,amou,0.5455771684646606,0.45442283153533936
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,amigo,1.0,0.0
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,jurídico,0.6003842949867249,0.39961570501327515
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,brecht,0.5894086956977844,0.4105913043022156
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,escultor,0.8808921575546265,0.11910784244537354
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,romancista,0.8340309262275696,0.16596907377243042
homem -> mulher,tia,esposa,0.6207711100578308,0.3792288899421692
mulher -> homem,tio,menino,0.49224624037742615,0.5077537596225739
homem -> mulher,irmã,irmã,0.9999999403953552,5.960464477539063e-08
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,nora,0.7443981170654297,0.2556018829345703
mulher -> homem,enteado,elijah,0.7509897947311401,0.24901020526885986
homem -> mulher,dama,plebeia,0.5464445948600769,0.4535554051399231
mulher -> homem,cavalheiro,ó,0.5201132297515869,0.4798867702484131
homem -> mulher,ladra,vilã,0.47335654497146606,0.5266434550285339
mulher -> homem,ladrão,debochado,0.5783376097679138,0.4216623902320862
homem -> mulher,blogueira,geóloga,0.5412846207618713,0.45871537923812866
mulher -> homem,blogueiro,crocker,0.6064170598983765,0.39358294010162354
homem -> mulher,bibliotecária,cirurgiã,0.6601896286010742,0.3398103713989258
mulher -> homem,bibliotecário,crowther,0.4386642575263977,0.5613357424736023
homem -> mulher,bióloga,geóloga,0.7774170637130737,0.22258293628692627
mulher -> homem,biólogo,helenista,0.7920330762863159,0.20796692371368408
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,pós-modernista,0.4651974141597748,0.5348025858402252
homem -> mulher,cuidadora,geóloga,0.39929160475730896,0.600708395242691
mulher -> homem,cuidador,wilton,0.729175865650177,0.270824134349823
homem -> mulher,delegada,assessora,0.7489834427833557,0.2510165572166443
mulher -> homem,delegado,frateschi,0.3742251992225647,0.6257748007774353
homem -> mulher,cirurgiã,cirurgiã,1.0,0.0
mulher -> homem,cirurgião,helenista,0.5679482221603394,0.43205177783966064
homem -> mulher,torcedora,dodô,0.48660707473754883,0.5133929252624512
mulher -> homem,torcedor,unzelte,0.5803560614585876,0.41964393854141235
homem -> mulher,sócia,sócia,0.9999999403953552,5.960464477539063e-08
mulher -> homem,sócio,investidor,0.6532653570175171,0.3467346429824829
homem -> mulher,programadora,geóloga,0.6343790888786316,0.3656209111213684
mulher -> homem,programador,ilusionistas,0.587628185749054,0.41237181425094604
homem -> mulher,garçonete,esquiadora,0.42058679461479187,0.5794132053852081
mulher -> homem,garçom,dublê,0.6301966309547424,0.36980336904525757
homem -> mulher,santa,imaculada,0.4827103018760681,0.5172896981239319
mulher -> homem,santo,íbis,0.30426231026649475,0.6957376897335052
