analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,primeira-dama,0.570047914981842,0.42995208501815796
mulher -> homem,presidente,rousseff,0.5092118978500366,0.4907881021499634
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,jader,0.7499896883964539,0.25001031160354614
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,ilícito,0.504858136177063,0.495141863822937
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,mansur,0.4920364320278168,0.5079635679721832
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,cientista,0.5554509162902832,0.4445490837097168
homem -> mulher,cantora,cantora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,cantor,soa,0.3714902698993683,0.6285097301006317
homem -> mulher,musicista,musicista,0.9999999403953552,5.960464477539063e-08
mulher -> homem,músico,virtuoso,0.6589536666870117,0.3410463333129883
homem -> mulher,dançarina,dançarina,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,dançarino,dublê,0.6720134019851685,0.32798659801483154
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,maguila,0.4265534281730652,0.5734465718269348
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,talibe,0.21229732036590576,0.7877026796340942
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,menino,0.5185155868530273,0.48148441314697266
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,empresária,0.6951069831848145,0.30489301681518555
mulher -> homem,casado,aventureiro,0.11265762895345688,0.8873423710465431
homem -> mulher,programadora,geóloga,0.5426090955734253,0.4573909044265747
mulher -> homem,programador,antiquado,0.5862715244293213,0.4137284755706787
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,astrônoma,engenheira,0.6902945637702942,0.3097054362297058
mulher -> homem,astrônomo,ocultista,0.6252059936523438,0.37479400634765625
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,doutorada,0.3912270963191986,0.6087729036808014
mulher -> homem,enfermeiro,mock,0.385329008102417,0.614670991897583
homem -> mulher,filósofa,filósofa,1.0,0.0
mulher -> homem,filósofo,existencialismo,0.7850675582885742,0.21493244171142578
homem -> mulher,arquiteta,engenheira,0.6825677156448364,0.3174322843551636
mulher -> homem,arquiteto,fúlvio,0.4041837155818939,0.5958162844181061
homem -> mulher,neurocirurgiã,geóloga,0.4457210302352905,0.5542789697647095
mulher -> homem,neurocirurgião,arrojado,0.44325998425483704,0.556740015745163
homem -> mulher,divorciada,esposa,0.5295255184173584,0.4704744815826416
mulher -> homem,divorciado,aventureiro,0.24280977249145508,0.7571902275085449
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,rapaz,0.45452797412872314,0.5454720258712769
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,0.9999998807907104,1.1920928955078125e-07
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,conselheiro,0.7366868257522583,0.2633131742477417
homem -> mulher,assessora,assessora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,assessor,gestor,0.669469952583313,0.330530047416687
homem -> mulher,executiva,executiva,0.9999999403953552,5.960464477539063e-08
mulher -> homem,executivo,executivo,0.9999999403953552,5.960464477539063e-08
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,arquétipo,0.3111805021762848,0.6888194978237152
homem -> mulher,pintora,pintora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,pintor,verrocchio,0.7159600853919983,0.2840399146080017
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,romancista,0.8520196676254272,0.14798033237457275
homem -> mulher,tia,esposa,0.6229895353317261,0.3770104646682739
mulher -> homem,tio,menino,0.5094494819641113,0.49055051803588867
homem -> mulher,irmã,esposa,0.6702063679695129,0.32979363203048706
mulher -> homem,irmão,tímido,0.29066118597984314,0.7093388140201569
homem -> mulher,enteada,esposa,0.629114031791687,0.370885968208313
mulher -> homem,enteado,quieto,0.5977709889411926,0.4022290110588074
homem -> mulher,dama,condessa,0.6854496002197266,0.31455039978027344
mulher -> homem,cavalheiro,ó,0.4551614820957184,0.5448385179042816
homem -> mulher,ladra,mmp,0.4785020351409912,0.5214979648590088
mulher -> homem,ladrão,arquétipo,0.4855670928955078,0.5144329071044922
homem -> mulher,blogueira,prioli,0.7391550540924072,0.2608449459075928
mulher -> homem,blogueiro,maguila,0.6717666387557983,0.32823336124420166
homem -> mulher,bibliotecária,vice-diretora,0.7116610407829285,0.28833895921707153
mulher -> homem,bibliotecário,antiquado,0.3589944839477539,0.6410055160522461
homem -> mulher,bióloga,geóloga,0.8444709181785583,0.15552908182144165
mulher -> homem,biólogo,psicólogo,0.8713611364364624,0.1286388635635376
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,polímata,0.6835178136825562,0.31648218631744385
homem -> mulher,cuidadora,vice-diretora,0.5311057567596436,0.46889424324035645
mulher -> homem,cuidador,vômito,0.7185072898864746,0.2814927101135254
homem -> mulher,delegada,assessora,0.7566742300987244,0.24332576990127563
mulher -> homem,delegado,floreal,0.27631810307502747,0.7236818969249725
homem -> mulher,cirurgiã,enfermeira,0.6134751439094543,0.38652485609054565
mulher -> homem,cirurgião,antiquado,0.3394758999347687,0.6605241000652313
homem -> mulher,torcedora,athlético,0.26164522767066956,0.7383547723293304
mulher -> homem,torcedor,fanático,0.8191342353820801,0.18086576461791992
homem -> mulher,sócia,diretora,0.6777368783950806,0.32226312160491943
mulher -> homem,sócio,musculoso,0.09028720110654831,0.9097127988934517
homem -> mulher,programadora,geóloga,0.5426090955734253,0.4573909044265747
mulher -> homem,programador,antiquado,0.5862715244293213,0.4137284755706787
homem -> mulher,garçonete,duckworth,0.47426632046699524,0.5257336795330048
mulher -> homem,garçom,curtiz,0.4301323890686035,0.5698676109313965
homem -> mulher,santa,imaculada,0.5254576206207275,0.47454237937927246
mulher -> homem,santo,jesus,0.5442737936973572,0.4557262063026428
