analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,primeira-dama,0.5470287203788757,0.45297127962112427
mulher -> homem,presidente,peticionou,0.2940135598182678,0.7059864401817322
homem -> mulher,senadora,senadora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,senador,senador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,juíza,juíza,0.9999999403953552,5.960464477539063e-08
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,advogado,meira,0.38937732577323914,0.6106226742267609
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,engenheira,engenheira,0.9999999403953552,5.960464477539063e-08
mulher -> homem,engenheiro,cientista,0.5550369620323181,0.4449630379676819
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,ludmilla,0.6058789491653442,0.39412105083465576
homem -> mulher,musicista,musicista,1.0,0.0
mulher -> homem,músico,virtuoso,0.6545901894569397,0.3454098105430603
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,perfeccionista,0.5060210227966309,0.49397897720336914
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,zuza,0.2721390128135681,0.7278609871864319
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,profeta,0.2259456217288971,0.7740543782711029
homem -> mulher,mãe,esposa,0.5295165777206421,0.4704834222793579
mulher -> homem,pai,menino,0.4508956968784332,0.5491043031215668
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,empresária,0.6756247878074646,0.3243752121925354
mulher -> homem,casado,kempe,0.12415096163749695,0.875849038362503
homem -> mulher,programadora,geóloga,0.5894732475280762,0.41052675247192383
mulher -> homem,programador,encantador,0.4294896125793457,0.5705103874206543
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,engenheira,0.63108891248703,0.36891108751296997
mulher -> homem,astrônomo,markus,0.6249748468399048,0.3750251531600952
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,deficiente,0.4260486364364624,0.5739513635635376
