analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,procuradora-geral,0.7389030456542969,0.2610969543457031
mulher -> homem,presidente,caras-pintadas,0.6205798983573914,0.37942010164260864
homem -> mulher,senadora,senadora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,0.9999999403953552,5.960464477539063e-08
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,estatístico,0.5123317241668701,0.4876682758331299
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,musicista,0.9999999403953552,5.960464477539063e-08
mulher -> homem,músico,rítmico,0.6493749618530273,0.35062503814697266
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,irreverente,0.503578245639801,0.496421754360199
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,comyn,0.5823360681533813,0.41766393184661865
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,0.9999999403953552,5.960464477539063e-08
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,1.0,0.0
mulher -> homem,casado,aventureiro,0.29567423462867737,0.7043257653713226
homem -> mulher,programadora,geóloga,0.704018235206604,0.295981764793396
mulher -> homem,programador,representacional,0.5309979915618896,0.46900200843811035
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
