analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,vice-presidente,0.571052610874176,0.428947389125824
mulher -> homem,presidente,pró-impeachment,0.49997758865356445,0.5000224113464355
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,padovani,0.6531369686126709,0.3468630313873291
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,informático,0.7139515280723572,0.2860484719276428
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,pianista,0.721238911151886,0.278761088848114
mulher -> homem,músico,cantautor,0.7249355912208557,0.2750644087791443
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,dançarino,1.0,0.0
homem -> mulher,empresária,empresária,0.9999999403953552,5.960464477539063e-08
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,0.9999999403953552,5.960464477539063e-08
mulher -> homem,marido,assassinou,0.5007599592208862,0.49924004077911377
homem -> mulher,mãe,mãe,0.9999999403953552,5.960464477539063e-08
mulher -> homem,pai,pai,0.9999999403953552,5.960464477539063e-08
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,1.0,0.0
mulher -> homem,casado,casado,1.0,0.0
homem -> mulher,programadora,geóloga,0.6663359999656677,0.3336640000343323
mulher -> homem,programador,perceptivo,0.42219722270965576,0.5778027772903442
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,paleontóloga,0.831512987613678,0.16848701238632202
mulher -> homem,astrônomo,hutcheson,0.6018843054771423,0.39811569452285767
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,licenciada,0.4380608797073364,0.5619391202926636
mulher -> homem,enfermeiro,açougueiro,0.5098559856414795,0.4901440143585205
homem -> mulher,filósofa,psicanalista,0.7587141394615173,0.24128586053848267
mulher -> homem,filósofo,pensador,0.7820716500282288,0.21792834997177124
homem -> mulher,arquiteta,paisagista,0.6556929349899292,0.3443070650100708
mulher -> homem,arquiteto,bier,0.5150675177574158,0.48493248224258423
homem -> mulher,neurocirurgiã,geóloga,0.6807120442390442,0.3192879557609558
mulher -> homem,neurocirurgião,curvou,0.6297134757041931,0.3702865242958069
homem -> mulher,divorciada,divorciados,0.7960923314094543,0.20390766859054565
mulher -> homem,divorciado,impetuoso,0.43024924397468567,0.5697507560253143
homem -> mulher,amiga,amiga,0.9999999403953552,5.960464477539063e-08
mulher -> homem,amigo,amigo,1.0,0.0
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,assessor,assessor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,unibanco,0.5981084108352661,0.4018915891647339
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,endre,0.5959039330482483,0.4040960669517517
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,pintor,1.0,0.0
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,escritor,1.0,0.0
homem -> mulher,tia,tia,0.9999999403953552,5.960464477539063e-08
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,0.9999999403953552,5.960464477539063e-08
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,sobrinha,0.6987906098365784,0.30120939016342163
mulher -> homem,enteado,botkin,0.650066614151001,0.349933385848999
homem -> mulher,dama,guardiã,0.5838876366615295,0.41611236333847046
mulher -> homem,cavalheiro,cavalheiro,1.0,0.0
homem -> mulher,ladra,orquídea,0.7826055288314819,0.21739447116851807
mulher -> homem,ladrão,lecter,0.6441789865493774,0.35582101345062256
homem -> mulher,blogueira,blogueira,1.0,0.0
mulher -> homem,blogueiro,misógino,0.7128157019615173,0.28718429803848267
homem -> mulher,bibliotecária,arquivista,0.5196319818496704,0.4803680181503296
mulher -> homem,bibliotecário,lanre,0.4603762924671173,0.5396237075328827
homem -> mulher,bióloga,geóloga,0.8920521140098572,0.10794788599014282
mulher -> homem,biólogo,paleobotânico,0.8145810961723328,0.18541890382766724
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,paleobotânico,0.8612571358680725,0.1387428641319275
homem -> mulher,cuidadora,neonatal,0.7912695407867432,0.20873045921325684
mulher -> homem,cuidador,esquizofrênico,0.7905680537223816,0.2094319462776184
homem -> mulher,delegada,procuradora,0.7726020216941833,0.22739797830581665
mulher -> homem,delegado,delegado,1.0,0.0
homem -> mulher,cirurgiã,médica,0.6473847031593323,0.3526152968406677
mulher -> homem,cirurgião,tait,0.48075488209724426,0.5192451179027557
homem -> mulher,torcedora,regatas,0.7763530015945435,0.22364699840545654
mulher -> homem,torcedor,dondinho,0.5939639806747437,0.40603601932525635
homem -> mulher,sócia,sócia,0.9999999403953552,5.960464477539063e-08
mulher -> homem,sócio,sócio,1.0,0.0
homem -> mulher,programadora,geóloga,0.6663359999656677,0.3336640000343323
mulher -> homem,programador,perceptivo,0.42219722270965576,0.5778027772903442
homem -> mulher,garçonete,recepcionista,0.8115031719207764,0.18849682807922363
mulher -> homem,garçom,açougueiro,0.6691482663154602,0.3308517336845398
homem -> mulher,santa,tirso,0.5449252724647522,0.4550747275352478
mulher -> homem,santo,cruz,0.40876439213752747,0.5912356078624725
