analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,empossada,0.6945148706436157,0.3054851293563843
mulher -> homem,presidente,mbl,0.4927986264228821,0.5072013735771179
homem -> mulher,senadora,senadora,1.0,0.0
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,beneti,0.6286696791648865,0.3713303208351135
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,professor,professor,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,físico,0.4816650152206421,0.5183349847793579
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,pianista,0.7306774258613586,0.26932257413864136
mulher -> homem,músico,rítmico,0.6805983781814575,0.3194016218185425
homem -> mulher,dançarina,dançarina,0.9999999403953552,5.960464477539063e-08
mulher -> homem,dançarino,ji-won,0.6912899017333984,0.30871009826660156
homem -> mulher,empresária,empresária,0.9999999403953552,5.960464477539063e-08
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,velho,0.48025694489479065,0.5197430551052094
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,filha,0.7590157985687256,0.24098420143127441
mulher -> homem,casado,livesey,0.5114554762840271,0.4885445237159729
homem -> mulher,programadora,engenheira,0.600766122341156,0.399233877658844
mulher -> homem,programador,technics,0.5132046937942505,0.4867953062057495
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,paleontóloga,0.8410958051681519,0.15890419483184814
mulher -> homem,astrônomo,hutcheson,0.5989276170730591,0.4010723829269409
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,0.9999999403953552,5.960464477539063e-08
homem -> mulher,enfermeira,doutorada,0.4680264890193939,0.5319735109806061
mulher -> homem,enfermeiro,açougueiro,0.48566532135009766,0.5143346786499023
homem -> mulher,filósofa,filósofa,1.0,0.0
mulher -> homem,filósofo,espiritualista,0.8026097416877747,0.19739025831222534
homem -> mulher,arquiteta,escultora,0.7606186270713806,0.23938137292861938
mulher -> homem,arquiteto,ferino,0.38227617740631104,0.617723822593689
homem -> mulher,neurocirurgiã,geóloga,0.6866129636764526,0.31338703632354736
mulher -> homem,neurocirurgião,grünfeld,0.5974345207214355,0.40256547927856445
homem -> mulher,divorciada,divorciou-se,0.7552945613861084,0.2447054386138916
mulher -> homem,divorciado,odets,0.6952304244041443,0.3047695755958557
homem -> mulher,amiga,amiga,0.9999999403953552,5.960464477539063e-08
mulher -> homem,amigo,amigo,1.0,0.0
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,conselheira,0.659400224685669,0.34059977531433105
mulher -> homem,executivo,acionário,0.5897565484046936,0.4102434515953064
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,bukowski,0.47631725668907166,0.5236827433109283
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,alma-tadema,0.6913703083992004,0.30862969160079956
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,escritor,1.0,0.0
homem -> mulher,tia,tia,1.0,0.0
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,0.9999999403953552,5.960464477539063e-08
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,filha,0.7229856252670288,0.2770143747329712
mulher -> homem,enteado,hiedler,0.6691439747810364,0.3308560252189636
homem -> mulher,dama,lencastre,0.5423039793968201,0.45769602060317993
mulher -> homem,cavalheiro,escrúpulos,0.5996853113174438,0.40031468868255615
homem -> mulher,ladra,pam,0.6874351501464844,0.3125648498535156
mulher -> homem,ladrão,cómico,0.5147101879119873,0.4852898120880127
homem -> mulher,blogueira,prioli,0.7577901482582092,0.24220985174179077
mulher -> homem,blogueiro,sarcástico,0.6373213529586792,0.3626786470413208
homem -> mulher,bibliotecária,adjunta,0.6438781023025513,0.35612189769744873
mulher -> homem,bibliotecário,kittel,0.577789843082428,0.422210156917572
homem -> mulher,bióloga,geóloga,0.8734910488128662,0.1265089511871338
mulher -> homem,biólogo,teuto-brasileiro,0.6875656247138977,0.3124343752861023
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,paleontólogo,0.89573073387146,0.10426926612854004
homem -> mulher,cuidadora,neurocirurgiã,0.654158890247345,0.34584110975265503
mulher -> homem,cuidador,modestamente,0.7444099187850952,0.2555900812149048
homem -> mulher,delegada,delegada,1.0,0.0
mulher -> homem,delegado,delegado,1.0,0.0
homem -> mulher,cirurgiã,médica,0.7042111158370972,0.29578888416290283
mulher -> homem,cirurgião,cosmólogo,0.5504261255264282,0.4495738744735718
homem -> mulher,torcedora,regatas,0.7442200779914856,0.2557799220085144
mulher -> homem,torcedor,queixada,0.656998336315155,0.34300166368484497
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,sócio,0.9999999403953552,5.960464477539063e-08
homem -> mulher,programadora,engenheira,0.600766122341156,0.399233877658844
mulher -> homem,programador,technics,0.5132046937942505,0.4867953062057495
homem -> mulher,garçonete,recepcionista,0.8316839933395386,0.16831600666046143
mulher -> homem,garçom,canutt,0.6299602389335632,0.37003976106643677
homem -> mulher,santa,ialorixá,0.5299888253211975,0.4700111746788025
mulher -> homem,santo,redentor,0.6455853581428528,0.3544146418571472
