analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,vice-presidência,0.6555174589157104,0.34448254108428955
mulher -> homem,presidente,arguido,0.409115195274353,0.590884804725647
homem -> mulher,senadora,senadora,1.0,0.0
mulher -> homem,senador,senador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,dallagnol,0.5103096961975098,0.48969030380249023
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,estatístico,0.5065145492553711,0.4934854507446289
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,pianista,0.6879075765609741,0.3120924234390259
mulher -> homem,músico,cantautor,0.6629396080970764,0.3370603919029236
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,dançarino,1.0,0.0
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,agropecuarista,0.6702620983123779,0.32973790168762207
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,rougier,0.5449780225753784,0.4550219774246216
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,casada,esposa,0.48610880970954895,0.513891190290451
mulher -> homem,casado,filho,0.4535731375217438,0.5464268624782562
homem -> mulher,programadora,geóloga,0.6874222159385681,0.3125777840614319
mulher -> homem,programador,quebra-cabeça,0.4817652404308319,0.5182347595691681
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
