analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,primeira-dama,0.6161273121833801,0.3838726878166199
mulher -> homem,presidente,caras-pintadas,0.6117696166038513,0.3882303833961487
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,estatístico,0.5385549664497375,0.46144503355026245
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,musicista,1.0,0.0
mulher -> homem,músico,rítmico,0.6665234565734863,0.33347654342651367
homem -> mulher,dançarina,dançarina,0.9999999403953552,5.960464477539063e-08
mulher -> homem,dançarino,skatista,0.7984569668769836,0.20154303312301636
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,irmão,0.6104869842529297,0.3895130157470703
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,1.0,0.0
mulher -> homem,casado,aventureiro,0.2767251133918762,0.7232748866081238
homem -> mulher,programadora,pesquisadora,0.639885663986206,0.36011433601379395
mulher -> homem,programador,prodigioso,0.608644962310791,0.391355037689209
homem -> mulher,pesquisadora,pesquisadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,pesquisador,bohm,0.6489561796188354,0.35104382038116455
homem -> mulher,astrônoma,paleontóloga,0.8569574356079102,0.14304256439208984
mulher -> homem,astrônomo,cosmólogo,0.7875350117683411,0.21246498823165894
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,pollich,0.5134552121162415,0.48654478788375854
homem -> mulher,enfermeira,olenewa,0.572130560874939,0.42786943912506104
mulher -> homem,enfermeiro,açougueiro,0.6068408489227295,0.3931591510772705
homem -> mulher,filósofa,filósofa,1.0,0.0
mulher -> homem,filósofo,espiritualista,0.7755671143531799,0.22443288564682007
homem -> mulher,arquiteta,geóloga,0.823945164680481,0.17605483531951904
mulher -> homem,arquiteto,galerista,0.6018571853637695,0.39814281463623047
homem -> mulher,neurocirurgiã,geóloga,0.6836677193641663,0.31633228063583374
mulher -> homem,neurocirurgião,prodigioso,0.7607232928276062,0.2392767071723938
homem -> mulher,divorciada,divorciou-se,0.8252450823783875,0.17475491762161255
mulher -> homem,divorciado,mulherengo,0.5897600650787354,0.41023993492126465
homem -> mulher,amiga,amiga,0.9999999403953552,5.960464477539063e-08
mulher -> homem,amigo,amigo,0.9999999403953552,5.960464477539063e-08
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,assessora,assessora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,assessor,assessor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,abilio,0.5376558303833008,0.4623441696166992
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,schönberg,0.6423284411430359,0.3576715588569641
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,pintor,1.0,0.0
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,escritor,romancista,0.8408378958702087,0.15916210412979126
homem -> mulher,tia,tia,1.0,0.0
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,1.0,0.0
mulher -> homem,irmão,irmão,0.9999999403953552,5.960464477539063e-08
homem -> mulher,enteada,nora,0.7185524106025696,0.2814475893974304
mulher -> homem,enteado,cranach,0.7295122742652893,0.2704877257347107
homem -> mulher,dama,bisavó,0.6153484582901001,0.3846515417098999
mulher -> homem,cavalheiro,cavalheiro,0.9999999403953552,5.960464477539063e-08
homem -> mulher,ladra,fofoqueira,0.871582567691803,0.12841743230819702
mulher -> homem,ladrão,macho,0.6263565421104431,0.3736434578895569
homem -> mulher,blogueira,locutora,0.7055291533470154,0.2944708466529846
mulher -> homem,blogueiro,ironizou,0.7430363893508911,0.2569636106491089
homem -> mulher,bibliotecária,geóloga,0.7681460976600647,0.2318539023399353
mulher -> homem,bibliotecário,lanre,0.5902915000915527,0.40970849990844727
homem -> mulher,bióloga,geóloga,0.8799018859863281,0.12009811401367188
mulher -> homem,biólogo,teuto-brasileiro,0.7168872356414795,0.2831127643585205
homem -> mulher,geóloga,geóloga,0.9999999403953552,5.960464477539063e-08
mulher -> homem,geólogo,imunologista,0.7546738982200623,0.24532610177993774
homem -> mulher,cuidadora,neurocirurgiã,0.6944270730018616,0.3055729269981384
mulher -> homem,cuidador,irrequieto,0.8527058362960815,0.14729416370391846
homem -> mulher,delegada,delegada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,delegado,delegado,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,cirurgiã,médica,0.7000240087509155,0.2999759912490845
mulher -> homem,cirurgião,egiptólogo,0.6307852268218994,0.3692147731781006
homem -> mulher,torcedora,torcedora,1.0,0.0
mulher -> homem,torcedor,ronaldão,0.6196695566177368,0.3803304433822632
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,sócio,1.0,0.0
homem -> mulher,programadora,pesquisadora,0.639885663986206,0.36011433601379395
mulher -> homem,programador,prodigioso,0.608644962310791,0.391355037689209
homem -> mulher,garçonete,recepcionista,0.8578924536705017,0.1421075463294983
mulher -> homem,garçom,açougueiro,0.664830207824707,0.33516979217529297
homem -> mulher,santa,auxiliadora,0.642876386642456,0.35712361335754395
mulher -> homem,santo,espírito,0.7008424997329712,0.2991575002670288
