analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,presidenta,primeira-dama,0.5767300128936768,0.42326998710632324
mulher -> homem,presidente,azaña,0.45320627093315125,0.5467937290668488
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,jader,0.7548699378967285,0.24513006210327148
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,déo,0.46613696217536926,0.5338630378246307
homem -> mulher,professora,professora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,proponente,0.3544744551181793,0.6455255448818207
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,ludmilla,0.6741844415664673,0.3258155584335327
homem -> mulher,musicista,pianista,0.7476562857627869,0.25234371423721313
mulher -> homem,músico,virtuoso,0.6040524244308472,0.39594757556915283
homem -> mulher,dançarina,musicista,0.7736303210258484,0.2263696789741516
mulher -> homem,dançarino,skatista,0.6797837615013123,0.32021623849868774
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,rebeca,0.34193405508995056,0.6580659449100494
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,meio-irmão,0.5288896560668945,0.47111034393310547
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,menino,0.49132040143013,0.50867959856987
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,empresária,0.6514489054679871,0.34855109453201294
mulher -> homem,casado,giorgi,0.1504097282886505,0.8495902717113495
homem -> mulher,programadora,engenheira,0.4791439175605774,0.5208560824394226
mulher -> homem,programador,teleológico,0.46577998995780945,0.5342200100421906
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,engenheira,0.6365772485733032,0.3634227514266968
mulher -> homem,astrônomo,kempis,0.4989015460014343,0.5010984539985657
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,neurológico,0.5027256011962891,0.49727439880371094
homem -> mulher,enfermeira,geóloga,0.419867604970932,0.580132395029068
