analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,procuradora-geral,0.648223340511322,0.351776659488678
mulher -> homem,presidente,“mais,0.37650802731513977,0.6234919726848602
homem -> mulher,senadora,senadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,procuradora-geral,0.746562123298645,0.253437876701355
mulher -> homem,juiz,dolo,0.5357983708381653,0.4642016291618347
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0000001192092896,-1.1920928955078125e-07
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,0.9999999403953552,5.960464477539063e-08
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,informático,0.7037428021430969,0.2962571978569031
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,musicista,1.0,0.0
mulher -> homem,músico,gaitista,0.7230156660079956,0.2769843339920044
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,perfeccionista,0.48954781889915466,0.5104521811008453
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,0.9999999403953552,5.960464477539063e-08
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,filho,0.5044364929199219,0.4955635070800781
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,1.0,0.0
mulher -> homem,casado,casado,1.0,0.0
homem -> mulher,programadora,astrônoma,0.6922224760055542,0.3077775239944458
mulher -> homem,programador,cogito,0.4370898902416229,0.5629101097583771
homem -> mulher,pesquisadora,pesquisadora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,pesquisador,pesquisador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,astrônoma,astrônoma,1.0,0.0
mulher -> homem,astrônomo,kittel,0.6092249751091003,0.39077502489089966
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,doutorada,0.4541832506656647,0.5458167493343353
mulher -> homem,enfermeiro,charmoso,0.3869656026363373,0.6130343973636627
homem -> mulher,filósofa,filósofa,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,filósofo,espiritualista,0.7304167747497559,0.26958322525024414
homem -> mulher,arquiteta,escultora,0.7347723245620728,0.26522767543792725
mulher -> homem,arquiteto,modelista,0.4703855812549591,0.5296144187450409
homem -> mulher,neurocirurgiã,psicóloga,0.6013869047164917,0.3986130952835083
mulher -> homem,neurocirurgião,miklós,0.7074273228645325,0.29257267713546753
homem -> mulher,divorciada,divorciados,0.7486363053321838,0.25136369466781616
mulher -> homem,divorciado,odets,0.6637023091316223,0.3362976908683777
homem -> mulher,amiga,amiga,0.9999999403953552,5.960464477539063e-08
mulher -> homem,amigo,amigo,1.0,0.0
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,executiva,0.9999999403953552,5.960464477539063e-08
mulher -> homem,executivo,executivo,1.0,0.0
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,modelista,0.5745090842247009,0.4254909157752991
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,alma-tadema,0.5950790047645569,0.4049209952354431
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,escritor,1.0,0.0
homem -> mulher,tia,paterna,0.757556676864624,0.24244332313537598
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,1.0,0.0
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,esposa,0.7117871046066284,0.2882128953933716
mulher -> homem,enteado,botkin,0.6144305467605591,0.3855694532394409
homem -> mulher,dama,jarreteira,0.5094026327133179,0.49059736728668213
mulher -> homem,cavalheiro,heróico,0.553078830242157,0.446921169757843
homem -> mulher,ladra,orquídea,0.7317545413970947,0.2682454586029053
mulher -> homem,ladrão,cartomante,0.590096116065979,0.409903883934021
homem -> mulher,blogueira,prioli,0.7317821979522705,0.2682178020477295
mulher -> homem,blogueiro,ironizou,0.7236399054527283,0.27636009454727173
homem -> mulher,bibliotecária,arquivista,0.5065209269523621,0.49347907304763794
mulher -> homem,bibliotecário,flagstaff,0.6074408888816833,0.39255911111831665
homem -> mulher,bióloga,geóloga,0.8582072854042053,0.14179271459579468
mulher -> homem,biólogo,paleobotânico,0.8050135970115662,0.19498640298843384
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,paleobotânico,0.8466665744781494,0.15333342552185059
homem -> mulher,cuidadora,neurocirurgiã,0.6408698558807373,0.3591301441192627
mulher -> homem,cuidador,esquizofrênico,0.7749624848365784,0.22503751516342163
homem -> mulher,delegada,delegada,1.0,0.0
mulher -> homem,delegado,delegado,0.9999999403953552,5.960464477539063e-08
homem -> mulher,cirurgiã,médica,0.6426154971122742,0.35738450288772583
mulher -> homem,cirurgião,chandrasekhara,0.5476851463317871,0.4523148536682129
homem -> mulher,torcedora,torcedora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,torcedor,queixada,0.628192126750946,0.37180787324905396
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,imprensa”,0.5322705507278442,0.46772944927215576
homem -> mulher,programadora,astrônoma,0.6922224760055542,0.3077775239944458
mulher -> homem,programador,cogito,0.4370898902416229,0.5629101097583771
homem -> mulher,garçonete,recepcionista,0.8143540024757385,0.18564599752426147
mulher -> homem,garçom,simonson,0.5559841394424438,0.44401586055755615
homem -> mulher,santa,tirso,0.5825179815292358,0.41748201847076416
mulher -> homem,santo,comba,0.5274669528007507,0.47253304719924927
