analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,vice-presidente,0.6118394136428833,0.3881605863571167
mulher -> homem,presidente,pautou,0.45049846172332764,0.5495015382766724
homem -> mulher,senadora,senadora,1.0,0.0
mulher -> homem,senador,senador,1.0,0.0
homem -> mulher,juíza,juíza,1.0,0.0
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,0.9999999403953552,5.960464477539063e-08
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,1.0,0.0
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,eletricista,0.7301946878433228,0.26980531215667725
homem -> mulher,cantora,cantora,1.0,0.0
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,musicista,1.0,0.0
mulher -> homem,músico,cantautor,0.6855370402336121,0.31446295976638794
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,dançarino,1.0,0.0
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,cruciger,0.42644456028938293,0.5735554397106171
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,0.9999999403953552,5.960464477539063e-08
homem -> mulher,filha,filha,0.9999999403953552,5.960464477539063e-08
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casou-se,0.7521723508834839,0.2478276491165161
mulher -> homem,casado,tino,0.46371370553970337,0.5362862944602966
homem -> mulher,programadora,fotógrafa,0.6349456906318665,0.36505430936813354
mulher -> homem,programador,prodigioso,0.6080026626586914,0.3919973373413086
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,0.9999999403953552,5.960464477539063e-08
homem -> mulher,astrônoma,paleontóloga,0.8553796410560608,0.1446203589439392
mulher -> homem,astrônomo,cosmólogo,0.7722153067588806,0.22778469324111938
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,lanteri,0.5315334796905518,0.46846652030944824
mulher -> homem,enfermeiro,açougueiro,0.5651155710220337,0.4348844289779663
homem -> mulher,filósofa,linguista,0.6674861907958984,0.33251380920410156
mulher -> homem,filósofo,espiritualista,0.7210727334022522,0.2789272665977478
homem -> mulher,arquiteta,escultora,0.7912210822105408,0.20877891778945923
mulher -> homem,arquiteto,campofiorito,0.5377002358436584,0.46229976415634155
homem -> mulher,neurocirurgiã,geóloga,0.7092068791389465,0.29079312086105347
mulher -> homem,neurocirurgião,bem-educado,0.7528566718101501,0.24714332818984985
homem -> mulher,divorciada,divorciou-se,0.789996325969696,0.21000367403030396
mulher -> homem,divorciado,lysbeth,0.6142070889472961,0.38579291105270386
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,amigo,1.0,0.0
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,1.0,0.0
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,assessor,assessor,1.0,0.0
homem -> mulher,executiva,executiva,0.9999999403953552,5.960464477539063e-08
mulher -> homem,executivo,executivo,1.0,0.0
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,mímico,0.5969659686088562,0.4030340313911438
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,pintor,1.0,0.0
homem -> mulher,atriz,atriz,0.9999999403953552,5.960464477539063e-08
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,escritor,1.0,0.0
homem -> mulher,tia,tia,1.0,0.0
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,1.0,0.0
mulher -> homem,irmão,irmão,0.9999999403953552,5.960464477539063e-08
homem -> mulher,enteada,esposa,0.6949071288108826,0.30509287118911743
mulher -> homem,enteado,lívila,0.7529481649398804,0.24705183506011963
homem -> mulher,dama,dama,1.0,0.0
mulher -> homem,cavalheiro,cavalheiro,1.0,0.0
homem -> mulher,ladra,boto,0.6236036419868469,0.3763963580131531
mulher -> homem,ladrão,macho,0.5894830822944641,0.4105169177055359
homem -> mulher,blogueira,blogueira,1.0,0.0
mulher -> homem,blogueiro,porpetone,0.7587003111839294,0.24129968881607056
homem -> mulher,bibliotecária,arquivista,0.5381433367729187,0.4618566632270813
mulher -> homem,bibliotecário,lanre,0.551024854183197,0.448975145816803
homem -> mulher,bióloga,geóloga,0.8633896112442017,0.13661038875579834
mulher -> homem,biólogo,antropólogo,0.8398118615150452,0.16018813848495483
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,imunologista,0.751634418964386,0.248365581035614
homem -> mulher,cuidadora,neurocirurgiã,0.6939972043037415,0.30600279569625854
mulher -> homem,cuidador,angustiado,0.8247151970863342,0.17528480291366577
homem -> mulher,delegada,procuradora,0.8176735639572144,0.18232643604278564
mulher -> homem,delegado,delegado,1.0,0.0
homem -> mulher,cirurgiã,cirurgiã,1.0,0.0
mulher -> homem,cirurgião,criptoanalista,0.5976549386978149,0.40234506130218506
homem -> mulher,torcedora,torcedora,1.0,0.0
mulher -> homem,torcedor,queixada,0.6179962754249573,0.3820037245750427
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,anónima,0.5017903447151184,0.4982096552848816
homem -> mulher,programadora,fotógrafa,0.6349456906318665,0.36505430936813354
mulher -> homem,programador,prodigioso,0.6080026626586914,0.3919973373413086
homem -> mulher,garçonete,garçonete,1.0,0.0
mulher -> homem,garçom,açougueiro,0.6836100816726685,0.31638991832733154
homem -> mulher,santa,sguassábia,0.5317469239234924,0.46825307607650757
mulher -> homem,santo,cruz,0.4171881079673767,0.5828118920326233
