analogy,expected,result,cos_similarity,cos_distance
homem -> mulher,deputada,deputada,1.0,0.0
mulher -> homem,deputado,deputado,1.0,0.0
homem -> mulher,presidenta,vice-presidente,0.5274566411972046,0.4725433588027954
mulher -> homem,presidente,caras-pintadas,0.561194121837616,0.43880587816238403
homem -> mulher,senadora,senadora,1.0000001192092896,-1.1920928955078125e-07
mulher -> homem,senador,mandato,0.6334810853004456,0.36651891469955444
homem -> mulher,juíza,procuradora-geral,0.7029135227203369,0.2970864772796631
mulher -> homem,juiz,juiz,1.0,0.0
homem -> mulher,advogada,advogada,1.0,0.0
mulher -> homem,advogado,advogado,1.0,0.0
homem -> mulher,professora,professora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,professor,professor,1.0,0.0
homem -> mulher,engenheira,engenheira,1.0,0.0
mulher -> homem,engenheiro,informático,0.6727422475814819,0.32725775241851807
homem -> mulher,cantora,cantora,0.9999999403953552,5.960464477539063e-08
mulher -> homem,cantor,cantor,1.0,0.0
homem -> mulher,musicista,musicista,1.0,0.0
mulher -> homem,músico,cantautor,0.698492169380188,0.301507830619812
homem -> mulher,dançarina,dançarina,1.0,0.0
mulher -> homem,dançarino,dançarino,1.0,0.0
homem -> mulher,empresária,empresária,1.0,0.0
mulher -> homem,empresário,empresário,1.0,0.0
homem -> mulher,esposa,esposa,1.0,0.0
mulher -> homem,marido,nabucodonosor,0.5013534426689148,0.4986465573310852
homem -> mulher,mãe,mãe,1.0,0.0
mulher -> homem,pai,pai,1.0,0.0
homem -> mulher,filha,filha,1.0,0.0
mulher -> homem,filho,filho,1.0,0.0
homem -> mulher,casada,casada,1.0,0.0
mulher -> homem,casado,namorou,0.6087486743927002,0.3912513256072998
homem -> mulher,programadora,astrônoma,0.685564398765564,0.31443560123443604
mulher -> homem,programador,hochschild,0.49306246638298035,0.5069375336170197
homem -> mulher,pesquisadora,pesquisadora,1.0,0.0
mulher -> homem,pesquisador,pesquisador,1.0,0.0
homem -> mulher,astrônoma,astrônoma,0.9999999403953552,5.960464477539063e-08
mulher -> homem,astrônomo,hutcheson,0.617507815361023,0.38249218463897705
homem -> mulher,médica,médica,1.0,0.0
mulher -> homem,médico,médico,1.0,0.0
homem -> mulher,enfermeira,doutorada,0.44233977794647217,0.5576602220535278
mulher -> homem,enfermeiro,açougueiro,0.5117520689964294,0.48824793100357056
homem -> mulher,filósofa,filósofa,1.0,0.0
mulher -> homem,filósofo,espiritualista,0.7141010165214539,0.28589898347854614
homem -> mulher,arquiteta,escultora,0.7377675175666809,0.2622324824333191
mulher -> homem,arquiteto,gasparetto,0.47690245509147644,0.5230975449085236
homem -> mulher,neurocirurgiã,geóloga,0.6535596251487732,0.3464403748512268
mulher -> homem,neurocirurgião,posicional,0.42170876264572144,0.5782912373542786
homem -> mulher,divorciada,divorciou-se,0.753337025642395,0.24666297435760498
mulher -> homem,divorciado,conhecê-lo,0.45095694065093994,0.5490430593490601
homem -> mulher,amiga,amiga,1.0,0.0
mulher -> homem,amigo,conhecê-lo,0.4205211400985718,0.5794788599014282
homem -> mulher,ministra,ministra,1.0,0.0
mulher -> homem,ministro,ministro,0.9999999403953552,5.960464477539063e-08
homem -> mulher,secretária,secretária,1.0,0.0
mulher -> homem,secretário,secretário,1.0,0.0
homem -> mulher,assessora,assessora,1.0,0.0
mulher -> homem,assessor,secretário-adjunto,0.7139257788658142,0.2860742211341858
homem -> mulher,executiva,executiva,1.0,0.0
mulher -> homem,executivo,executivo,0.9999999403953552,5.960464477539063e-08
homem -> mulher,diretora,diretora,1.0,0.0
mulher -> homem,diretor,diretor,1.0,0.0
homem -> mulher,fotógrafa,fotógrafa,1.0,0.0
mulher -> homem,fotógrafo,costureiro,0.5205588936805725,0.4794411063194275
homem -> mulher,pintora,pintora,1.0,0.0
mulher -> homem,pintor,gravurista,0.7197902202606201,0.2802097797393799
homem -> mulher,atriz,atriz,1.0,0.0
mulher -> homem,ator,ator,1.0,0.0
homem -> mulher,escritora,escritora,1.0,0.0
mulher -> homem,escritor,escritor,1.0,0.0
homem -> mulher,tia,paterna,0.7157835960388184,0.28421640396118164
mulher -> homem,tio,tio,1.0,0.0
homem -> mulher,irmã,irmã,1.0,0.0
mulher -> homem,irmão,irmão,1.0,0.0
homem -> mulher,enteada,esposa,0.6617667078971863,0.3382332921028137
mulher -> homem,enteado,criá-lo,0.6651798486709595,0.3348201513290405
homem -> mulher,dama,jarreteira,0.5187076330184937,0.48129236698150635
mulher -> homem,cavalheiro,cavalheiro,1.0,0.0
homem -> mulher,ladra,transexual,0.5642797350883484,0.4357202649116516
mulher -> homem,ladrão,lecter,0.6077864766120911,0.39221352338790894
homem -> mulher,blogueira,prioli,0.7257335782051086,0.27426642179489136
mulher -> homem,blogueiro,misógino,0.6972793340682983,0.30272066593170166
homem -> mulher,bibliotecária,arquivista,0.4999520480632782,0.5000479519367218
mulher -> homem,bibliotecário,waukegan,0.48706352710723877,0.5129364728927612
homem -> mulher,bióloga,geóloga,0.8465491533279419,0.1534508466720581
mulher -> homem,biólogo,paleobotânico,0.7997490763664246,0.20025092363357544
homem -> mulher,geóloga,geóloga,1.0,0.0
mulher -> homem,geólogo,paleobotânico,0.8356873989105225,0.16431260108947754
homem -> mulher,cuidadora,neurocirurgiã,0.6440233588218689,0.3559766411781311
mulher -> homem,cuidador,demónio,0.7866171598434448,0.21338284015655518
homem -> mulher,delegada,delegada,1.0,0.0
mulher -> homem,delegado,delegado,1.0,0.0
homem -> mulher,cirurgiã,médica,0.619992733001709,0.380007266998291
mulher -> homem,cirurgião,hutcheson,0.4608418643474579,0.5391581356525421
homem -> mulher,torcedora,regatas,0.7460734844207764,0.25392651557922363
mulher -> homem,torcedor,queixada,0.5938169956207275,0.40618300437927246
homem -> mulher,sócia,sócia,1.0,0.0
mulher -> homem,sócio,anónima,0.5073066353797913,0.49269336462020874
homem -> mulher,programadora,astrônoma,0.685564398765564,0.31443560123443604
mulher -> homem,programador,hochschild,0.49306246638298035,0.5069375336170197
homem -> mulher,garçonete,recepcionista,0.8118652105331421,0.1881347894668579
mulher -> homem,garçom,zelador,0.6812672019004822,0.3187327980995178
homem -> mulher,santa,tirso,0.5097917914390564,0.4902082085609436
mulher -> homem,santo,cruz,0.30724647641181946,0.6927535235881805
